"Unique identification number of the institution","Occupation and full- and part-time status","Full-time or part-time status","Occupation category","Identifies occupations consistent with previous codes","Grand total","Grand total men","Grand total women","American Indian or Alaska Native total","American Indian or Alaska Native men","American Indian or Alaska Native women","Asian total","Asian men","Asian women","Black or African American total","Black or African American men","Black or African American women","Hispanic or Latino total","Hispanic or Latino men","Hispanic or Latino women","Native Hawaiian or Other Pacific Islander total","Native Hawaiian or Other Pacific Islander men","Native Hawaiian or Other Pacific Islander women","White total","White men","White women","Two or more races total","Two or more races men","Two or more races women","Race/ethnicity unknown total","Race/ethnicity unknown men","Race/ethnicity unknown women","Nonresident alien total","Nonresident alien men","Nonresident alien women","FY","Fall","Institution_Name","Survey Code","Survey Title","FTPT_desc","OCCUPCAT_desc","SABDTYPE_desc","STAFFCAT_desc"
"182670","2350","2","350","-2","  419"," 269","  150","  2"," 2"," 0","   8","   5","   3","   3","  3","   0","   6","   4","   2"," 0"," 0"," 0","  392"," 252"," 140","  5"," 3","  2","  0","  0","  0","   3","  0","  3","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Service Occupations","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Service"
"182670","2360","2","360","-2","    5","   3","    2","  0"," 0"," 0","   0","   0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    5","   3","   2","  0"," 0","  0","  0","  0","  0","   0","  0","  0","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Sales and Related Occupations","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Sales and related"
"182670","2370","2","370","-2","  554","  69","  485","  3"," 1"," 2","  11","   3","   8","   4","  0","   4","   5","   0","   5"," 0"," 0"," 0","  523","  63"," 460","  7"," 1","  6","  0","  0","  0","   1","  1","  0","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Office and Administrative Support","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Office and Administrative Support"
"182670","2380","2","380","-2","  108"," 107","    1","  1"," 1"," 0","   0","   0","   0","   0","  0","   0","   1","   1","   0"," 0"," 0"," 0","  106"," 105","   1","  0"," 0","  0","  0","  0","  0","   0","  0","  0","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Natural Resources, Construction, and Maintenance","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Natural Resources, Construction, and Maintenance"
"182670","2390","2","390","-2","   20","  19","    1","  0"," 0"," 0","   0","   0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","   20","  19","   1","  0"," 0","  0","  0","  0","  0","   0","  0","  0","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Production, Transportation, and Material Moving","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Production, Transportation, and Material Moving"
"182670","3100","3","100","-2","  574"," 220","  354","  0"," 0"," 0","  18","   6","  12","   5","  3","   2","   9","   3","   6"," 0"," 0"," 0","  527"," 203"," 324","  4"," 1","  3","  0","  0","  0","  11","  4","  7","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","All staff","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, total"
"182670","3200","3","200","70","  223"," 129","   94","  0"," 0"," 0","   6","   3","   3","   0","  0","   0","   5","   2","   3"," 0"," 0"," 0","  204"," 120","  84","  3"," 1","  2","  0","  0","  0","   5","  3","  2","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Instructional, research and public service staff","Part-time postecondary teachers (occupation code prior to 2012)","Part-time, Instructional, research and public service"
"182670","3210","3","210","-2","  201"," 116","   85","  0"," 0"," 0","   5","   3","   2","   0","  0","   0","   4","   1","   3"," 0"," 0"," 0","  186"," 109","  77","  2"," 1","  1","  0","  0","  0","   4","  2","  2","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Instructional staff, total","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Instructional staff"
"182670","3220","3","220","-2","   22","  13","    9","  0"," 0"," 0","   1","   0","   1","   0","  0","   0","   1","   1","   0"," 0"," 0"," 0","   18","  11","   7","  1"," 0","  1","  0","  0","  0","   1","  1","  0","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Research","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Research"
"182670","3250","3","250","-2","   39","   6","   33","  0"," 0"," 0","   1","   0","   1","   1","  0","   1","   1","   0","   1"," 0"," 0"," 0","   36","   6","  30","  0"," 0","  0","  0","  0","  0","   0","  0","  0","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Librarians/Library Technicians/Archivists and Curators, and Museum technicians/Student and Academic Affairs and Other Eduation Services","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Librarians and Library Technicians/Archivists, Curators, and Museum Technicians/Student and Academic Affairs and Other Education Services"
"182670","3260","3","260","-2","   15","   2","   13","  0"," 0"," 0","   0","   0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","   15","   2","  13","  0"," 0","  0","  0","  0","  0","   0","  0","  0","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Librarians, Curators, and Archivists","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Librarians and Library Technicians/Archivists, Curators, and Museum Technicians"
"182670","3261","3","261","-2","    1","   0","    1","  0"," 0"," 0","   0","   0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    1","   0","   1","  0"," 0","  0","  0","  0","  0","   0","  0","  0","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Archivists, Curators, and Museum Technicians","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Archivists, Curators, and Museum Technicians"
"182670","3262","3","262","-2","    2","   0","    2","  0"," 0"," 0","   0","   0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    2","   0","   2","  0"," 0","  0","  0","  0","  0","   0","  0","  0","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Librarians","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Librarians"
"182670","3263","3","263","-2","   12","   2","   10","  0"," 0"," 0","   0","   0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","   12","   2","  10","  0"," 0","  0","  0","  0","  0","   0","  0","  0","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Library Technicians","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Library Technicians"
"182670","3270","3","270","-2","   24","   4","   20","  0"," 0"," 0","   1","   0","   1","   1","  0","   1","   1","   0","   1"," 0"," 0"," 0","   21","   4","  17","  0"," 0","  0","  0","  0","  0","   0","  0","  0","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Student and Academic Affairs and Other Education Services","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Student and Academic Affairs and Other Education Services"
"182670","3300","3","300","-2","   15","   6","    9","  0"," 0"," 0","   0","   0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","   15","   6","   9","  0"," 0","  0","  0","  0","  0","   0","  0","  0","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Management","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Management"
"182670","3310","3","310","-2","    5","   1","    4","  0"," 0"," 0","   0","   0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    5","   1","   4","  0"," 0","  0","  0","  0","  0","   0","  0","  0","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Business and Financial Operations","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Business and Financial Operations"
"182670","3320","3","320","-2","   76","  20","   56","  0"," 0"," 0","   4","   1","   3","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","   67","  18","  49","  1"," 0","  1","  0","  0","  0","   4","  1","  3","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Computer, Engineering, and Science","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Computer, Engineering, and Science"
"182670","3330","3","330","-2","   47","  25","   22","  0"," 0"," 0","   0","   0","   0","   1","  1","   0","   0","   0","   0"," 0"," 0"," 0","   45","  24","  21","  0"," 0","  0","  0","  0","  0","   1","  0","  1","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Community, Social Service, Legal, Arts,Design, Entertainment, Sports and Media","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Community Service, Legal, Arts, and Media"
"182670","3340","3","340","-2","   22","   3","   19","  0"," 0"," 0","   1","   0","   1","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","   21","   3","  18","  0"," 0","  0","  0","  0","  0","   0","  0","  0","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Healthcare Practioners and Technical","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Healthcare Practioners and Technical"
"182670","3350","3","350","-2","   55","  22","   33","  0"," 0"," 0","   3","   1","   2","   2","  1","   1","   1","   1","   0"," 0"," 0"," 0","   48","  19","  29","  0"," 0","  0","  0","  0","  0","   1","  0","  1","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Service Occupations","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Service Occupations"
"182670","3360","3","360","-2","    1","   0","    1","  0"," 0"," 0","   0","   0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    1","   0","   1","  0"," 0","  0","  0","  0","  0","   0","  0","  0","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Sales and Related Occupations","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Sales and related Occupations"
"182670","3370","3","370","-2","   90","   7","   83","  0"," 0"," 0","   3","   1","   2","   1","  1","   0","   2","   0","   2"," 0"," 0"," 0","   84","   5","  79","  0"," 0","  0","  0","  0","  0","   0","  0","  0","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Office and Administrative Support","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Office and Administrative Support"
"182670","3380","3","380","-2","    1","   1","    0","  0"," 0"," 0","   0","   0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    1","   1","   0","  0"," 0","  0","  0","  0","  0","   0","  0","  0","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Natural Resources, Construction, and Maintenance","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Natural Resources, Construction, and Maintenance"
"182670","4400","4","400","-2","  418"," 236","  182","  0"," 0"," 0","   0","   0","   0","   0","  0","   0","   1","   0","   1"," 0"," 0"," 0","  256"," 137"," 119","  0"," 0","  0"," 12","  4","  8"," 149"," 95"," 54","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Graduate Assistants","Graduate Assistants","Not applicable, current occupation does not map to occupations prior to 2012","Graduate Assistants, total"
"182670","4410","4","410","-2","  231"," 121","  110","  0"," 0"," 0","   0","   0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","  149","  75","  74","  0"," 0","  0","  5","  2","  3","  77"," 44"," 33","2014","2013","Dartmouth College","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Graduate Assistants","Graduate Assistants Teaching","Not applicable, current occupation does not map to occupations prior to 2012","Grad Asst., Teaching"
